ADM4_EN,ADM4_PCODE,ADM4_REF,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,AREA_SQKM
Kinangan,PH1108603013,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,28.84546135
Lacaron,PH1108603016,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,10.36695861
Lagumit,PH1108603017,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,28.4265752
Lais,PH1108603018,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,12.49948443
Little Baguio,PH1108603022,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,125.44184
Macol,PH1108603023,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,12.39086567
Mana,PH1108603024,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,6.00660526
Manuel Peralta,PH1108603025,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,41.45984698
New Argao,PH1108603027,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,0.930859808
Pangian,PH1108603030,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,28.04081101
Pinalpalan,PH1108603031,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,34.0398854
Poblacion,PH1108603032,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,3.767062736
Sangay,PH1108603033,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,22.20509623
Talogoy,PH1108603036,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,21.54198579
Tical,PH1108603037,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,10.07555462
Ticulon,PH1108603038,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,20.06644161
Tingolo,PH1108603039,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,10.09791492
Tubalan,PH1108603040,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,7.223807035
Pangaleon,PH1108603041,,Malita,PH1108603,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,20.70827857
Basiawan,PH1108604001,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,20.58669547
Buca,PH1108604002,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,15.73306379
Cadaatan,PH1108604003,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,6.567234471
Kidadan,PH1108604004,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,9.944662618
Kisulad,PH1108604005,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,5.289742573
Malalag Tubig,PH1108604006,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,6.408242962
Mamacao,PH1108604007,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,6.451739984
Ogpao,PH1108604008,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,3.036899982
Poblacion,PH1108604009,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,14.32046476
Pongpong,PH1108604010,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,19.04969239
San Agustin,PH1108604011,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,4.288318923
San Antonio,PH1108604012,,Santa Maria,PH1108604,Davao Occidental,PH11086,Region XI (Davao Region),PH11,Philippines (the),PH,11/9/22,11/6/23,,18.3913643
